review_id,store_item_id,store_name,user_id,taste_match_rate,is_similar_user,satisfaction,has_text,review_text,has_photo,photo_count,receipt_verified,visit_day_type,visit_time,reported_wait_min
review_0110,macao_cookie_03,베이크포레 연무장,디저트맵핑,76,TRUE,만족,TRUE,오바 좀 보태서 성수에서 먹은 크랙쿠키 중 제일 내 취향. 솔티 포인트가 신의 한 수임.ㄷ,TRUE,1,TRUE,평일,오후,5
review_0111,macao_cookie_03,베이크포레 연무장,혼자두개먹음,77,TRUE,만족,TRUE,"베이크포레는 설명이 어렵다. 첫입은 조용한데 두입째부터 ‘어? 이거 잘 만들었네’ 싶고, 다 먹고 나면 다른 데보다 여기가 기억남. 바삭한 코팅, 촉촉한 쿠키, 버터향, 진한 커스터드가 따로 놀지 않음 ✨",FALSE,0,TRUE,주말,오후,20
review_0112,macao_cookie_03,베이크포레 연무장,패키지수집가,55,FALSE,불만족,FALSE,,TRUE,1,FALSE,주말,오전,20
review_0113,macao_cookie_04,서울숲타르트,맛보다식감,50,FALSE,만족,TRUE,여긴 크랙 소리로 승부하는 곳은 아니고 커스터드 맛으로 승부함. 크림 농도가 묵직하고 고소해서 한입 먹자마자 ‘아 타르트 전문점이구나’ 싶었음. 계란향 괜찮은 사람한테 추천 👍,FALSE,0,TRUE,평일,저녁,10
review_0114,macao_cookie_04,서울숲타르트,연무장걷는중,87,TRUE,불만족,TRUE,커스터드가 진한 건 인정하는데 나한텐 계란향이 너무 강했다. 쿠키로 먹으니까 에그타르트보다 향이 더 직접적으로 느껴짐....,TRUE,1,TRUE,평일,저녁,30
review_0115,macao_cookie_04,서울숲타르트,서울숲간식,87,TRUE,만족,TRUE,달달한데 고소하고 묵직함. 식후 디저트로 하나 나눠 먹기 좋았음.!!,TRUE,1,TRUE,평일,오후,20
review_0116,macao_cookie_04,서울숲타르트,역근처간식,44,FALSE,만족,TRUE,에그타르트 맛을 기대하고 갔는데 정확히 그쪽이라 만족. 크랙쿠키라는 이름이 신기할 뿐.!!,TRUE,1,FALSE,평일,오후,30
review_0117,macao_cookie_04,서울숲타르트,바닐라좋아,52,FALSE,불만족,TRUE,진한 건 알겠는데 조금 느끼했다. 한입은 맛있고 뒤로 갈수록 무거움.,TRUE,1,TRUE,평일,아침,25
review_0118,macao_cookie_04,서울숲타르트,일단저장,55,FALSE,만족,TRUE,느끼할까 봐 걱정했는데 생각보다 깔끔했음. 다만 진한 맛 싫으면 힘들 수도.,TRUE,3,TRUE,주말,저녁,20
review_0119,macao_cookie_04,서울숲타르트,유행템체험단,95,TRUE,만족,TRUE,커스터드가 찐해서 좋다.. 이런 맛은 프차에서 안 나옴.,TRUE,1,TRUE,주말,아침,30
review_0120,macao_cookie_04,서울숲타르트,재고있나요,41,FALSE,만족,TRUE,쿠키 바디가 막 바삭한 스타일은 아닌데 속 크림이 맛있어서 넘어감. 마카오 에그타르트 좋아했던 사람이라면 추억 보정까지 들어갈 맛…ㅎㅎ,TRUE,1,TRUE,주말,아침,35
review_0121,macao_cookie_04,서울숲타르트,크림양중요,74,TRUE,만족,FALSE,,TRUE,2,TRUE,주말,오후,25
review_0122,macao_cookie_04,서울숲타르트,덜느끼한맛,80,TRUE,불만족,FALSE,,FALSE,0,TRUE,평일,저녁,20
review_0123,macao_cookie_04,서울숲타르트,에그향괜찮음,92,TRUE,만족,TRUE,커스터드 질감이 부드럽고 밀도 있음. 싸구려 크림맛 아니라서 좋았어요. ✨,TRUE,1,TRUE,주말,점심,25
review_0124,macao_cookie_04,서울숲타르트,달달함한도초과,50,FALSE,만족,TRUE,겉 코팅은 얇고 안쪽은 부드럽다. 시끄러운 바이럴템보다 잘 만든 디저트 느낌.,TRUE,1,FALSE,주말,오후,35
review_0125,macao_cookie_04,서울숲타르트,초코도먹어봄,55,FALSE,불만족,TRUE,이름은 크랙쿠키인데 식감 재미는 약함. 맛은 잘 만들었지만 내가 기대한 ‘톡 깨지는 유행템’ 느낌은 아니었다.ㅠㅠ,TRUE,2,TRUE,평일,점심,25
review_0126,macao_cookie_04,서울숲타르트,말차는못참아,90,TRUE,만족,TRUE,전체적으로 안정적인 맛. 유명세보다 실력으로 만족시키는 타입. ✨,FALSE,0,TRUE,주말,오후,20
review_0127,macao_cookie_04,서울숲타르트,솔티좋아,78,TRUE,만족,TRUE,친구는 계란향 세다 했는데 나는 그게 좋았음. 호불호는 확실히 있을 듯.,FALSE,0,FALSE,평일,오전,20
review_0128,macao_cookie_04,서울숲타르트,기본이제일,38,FALSE,만족,TRUE,반갈하면 크림이 예쁘게 보이고 향이 확 올라옴. 먹기 전부터 기대됨 ㅎㅎ,TRUE,3,TRUE,주말,아침,20
review_0129,macao_cookie_04,서울숲타르트,사진보다맛,78,TRUE,불만족,TRUE,가격이 좀 세게 느껴졌다. 커스터드 맛은 좋은데 크기가 작아서 먹고 나니 살짝 아쉬움…,FALSE,0,TRUE,주말,점심,10
review_0130,macao_cookie_04,서울숲타르트,맛없으면안참음,62,FALSE,만족,TRUE,계란 풍미가 이렇게 진한 크랙쿠키는 처음. 나는 완전 만족 쪽,TRUE,1,TRUE,평일,저녁,35
review_0131,macao_cookie_04,서울숲타르트,먹고나서말함,78,TRUE,만족,TRUE,계란향 호불호 있다는 말 이해됨. 근데 나는 그 진한 맛이 좋아서 만족 눌렀다. 뭔가 대충 유행 따라 만든 메뉴가 아니라 자기 전문 분야로 해석한 느낌.,FALSE,0,TRUE,주말,오전,15
review_0132,macao_cookie_04,서울숲타르트,계란향가능,85,TRUE,만족,TRUE,서울숲타르트는 확실히 전문점 느낌이 난다. 커스터드가 진하고 계란향이 또렷해서 에그타르트 좋아하는 사람은 꽤 만족할 듯. 크랙쿠키라기보단 에그타르트를 쿠키로 바꾼 느낌인데 그게 오히려 장점이었다.,TRUE,3,TRUE,주말,오후,35
review_0133,macao_cookie_04,서울숲타르트,쿠키말고타르트,61,FALSE,만족,TRUE,겉이 과하게 달지 않아서 안쪽 크림 맛이 더 잘 느껴졌다. 전체적으로 완성도 있음.!!,FALSE,0,TRUE,주말,오후,15
review_0134,macao_cookie_04,서울숲타르트,성수또감,43,FALSE,만족,TRUE,"비주얼은 ㅁㄷㅂㅇㅌ가 더 예쁠 수 있는데, 맛의 밀도는 서울숲타르트가 더 좋았다. 커스터드가 진짜 꽉 차 있고 끝맛이 고소함.",TRUE,2,TRUE,주말,점심,30
review_0135,macao_cookie_04,서울숲타르트,작은카페좋아,81,TRUE,만족,TRUE,원조 느낌 궁금해서 갔는데 성공. 크림 농도가 진짜 마음에 들었다.,TRUE,1,TRUE,평일,오전,10
review_0136,macao_cookie_04,서울숲타르트,사진부터찍음,69,FALSE,만족,FALSE,,TRUE,1,TRUE,주말,오전,35
review_0137,macao_cookie_04,서울숲타르트,두입컷,67,FALSE,만족,TRUE,서울숲 산책하다 먹기 좋음. 따뜻할 때 먹으니까 크림이 더 부드러웠다. ✨,FALSE,0,TRUE,주말,오후,25
review_0138,macao_cookie_04,서울숲타르트,카페디저트러,93,TRUE,만족,TRUE,진한 맛 좋아해서 완전 만족. 요즘 유행 디저트들 너무 달기만 한 경우 많은데 여기는 단맛보다 커스터드 풍미가 먼저 온다. 커피랑 같이 먹으면 밸런스 좋음.,FALSE,0,TRUE,평일,저녁,30
review_0139,macao_cookie_04,서울숲타르트,먹방친구,77,TRUE,만족,TRUE,크랙감은 화려하지 않은데 커스터드 맛이 압도적이라 만족. 커피랑 먹으면 진짜 좋음.,TRUE,2,TRUE,평일,아침,35
review_0140,macao_cookie_04,서울숲타르트,평일방문러,59,FALSE,만족,FALSE,,TRUE,1,TRUE,주말,아침,25
review_0141,macao_cookie_04,서울숲타르트,주말피했다,75,TRUE,만족,FALSE,,TRUE,1,TRUE,평일,오후,25
review_0142,macao_cookie_04,서울숲타르트,반신반의,84,TRUE,만족,TRUE,크랙 소리보다 맛 자체로 승부하는 곳. 나는 이런 쪽이 더 믿음직함.,FALSE,0,TRUE,주말,오전,10
review_0143,macao_cookie_04,서울숲타르트,설탕코팅좋아,83,TRUE,만족,TRUE,커스터드가 진짜 진하다. 에그타르트 좋아하면 서울숲타르트는 꽤 높은 확률로 만족할 듯.,TRUE,1,TRUE,평일,오전,10
review_0144,macao_cookie_05,무드바이트,크림느끼주의,72,TRUE,만족,TRUE,웨이팅 없는 유행템이라 좋았다. 성수에서 시간 없을 때 들르기 괜찮음. ...ㅠㅠ,TRUE,1,FALSE,주말,아침,0
review_0145,macao_cookie_05,무드바이트,밸런스중요,77,TRUE,만족,TRUE,기본맛은 평범했는데 솔티카라멜은 꽤 맛있었다. 다음엔 그거만 살 듯.,FALSE,0,FALSE,평일,오후,0
review_0146,macao_cookie_05,무드바이트,제발덜달게,92,TRUE,만족,TRUE,기본 커스터드보다 초코가 더 기억에 남음. 디저트 여러 개 사서 나눠 먹기 좋다.,TRUE,3,FALSE,주말,오전,0
review_0147,macao_cookie_05,무드바이트,인스타보고감,46,FALSE,만족,TRUE,카페 자체가 예뻐서 경험 점수가 있음. 디저트도 그 분위기에는 잘 어울림.,FALSE,0,FALSE,평일,점심,0
review_0148,macao_cookie_05,무드바이트,저녁디저트,49,FALSE,만족,TRUE,예쁘고 달고 부드럽다. 딱 그걸 원하고 가면 실패 안 함.,FALSE,0,TRUE,주말,저녁,0
review_0149,macao_cookie_05,무드바이트,커피필수,95,TRUE,불만족,TRUE,사진은 진짜 예쁜데 맛은 좀 산만했음. 크랙쿠키라기보다 여러 맛 크림쿠키를 먹는 느낌이라 기본 메뉴의 정체성이 약했다,FALSE,0,TRUE,평일,오후,0
review_0150,macao_cookie_05,무드바이트,나름만족,92,TRUE,만족,TRUE,말차 크림이 쌉싸름해서 단맛을 잡아줌. 기본보다 변형맛이 강점인 듯.!!,TRUE,2,TRUE,평일,오후,0
review_0151,macao_cookie_05,무드바이트,맛있으면우는개구리,47,FALSE,만족,TRUE,기본 커스터드에 비해 변형맛이 더 개성 있음. 여러 맛 있는 건 장점!,TRUE,2,TRUE,주말,아침,0
review_0152,macao_cookie_05,무드바이트,아쉬운점있음,76,TRUE,불만족,FALSE,,TRUE,1,TRUE,주말,점심,0
review_0153,macao_cookie_05,무드바이트,맛은있네,58,FALSE,만족,TRUE,패키지 때문에 저장했다가 갔는데 실제로도 귀여움. 맛은 엄청 깊다기보다 달고 부드러운 크림쿠키 쪽. 그래도 기분전환용으로 좋았다 ㅎㅎ,TRUE,1,TRUE,주말,오후,0
review_0154,macao_cookie_05,무드바이트,먹어볼만함,55,FALSE,불만족,TRUE,맛 종류 많은 건 좋은데 기본기가 약한 느낌. 사진 찍을 땐 행복했는데 먹고 나면 기억에 남는 맛은 아니었음.,TRUE,3,FALSE,주말,아침,0
review_0155,macao_cookie_05,무드바이트,성수러버,68,FALSE,만족,TRUE,코팅이 엄청 파삭하진 않은데 크림이 부드러워서 괜찮았다. 사진값은 충분히 함.,FALSE,0,TRUE,평일,아침,0
review_0156,macao_cookie_05,무드바이트,디저트먹보,57,FALSE,만족,TRUE,여긴 기본맛보다 변형맛 먹는 재미가 있음. 솔티카라멜 먹었는데 확실히 달긴 하지만 단짠 느낌이 있어서 괜찮았어. 친구들이랑 여러 개 사서 나눠 먹기 좋음!,TRUE,4,FALSE,주말,저녁,0
review_0157,macao_cookie_05,무드바이트,쿠키먹보,52,FALSE,불만족,TRUE,패키지 보고 기대했는데 맛은 평범했다. 재방문은 안 할 듯.ㅠㅠ,TRUE,2,TRUE,평일,오전,0
review_0158,macao_cookie_05,무드바이트,성수기록자,72,TRUE,만족,TRUE,크랙감이 엄청 강한 건 아닌데 크림이 부드럽고 비주얼이 예뻐서 만족. 맛 하나만 보고 가기보다는 카페 분위기랑 사진까지 포함한 경험으로 보면 괜찮다. 📸,TRUE,1,TRUE,주말,점심,0
review_0159,macao_cookie_05,무드바이트,쿠키탐험가,75,TRUE,만족,FALSE,,TRUE,1,TRUE,평일,오전,0
review_0160,macao_cookie_05,무드바이트,디저트산책러,44,FALSE,만족,TRUE,친구 선물로 샀는데 반응 좋았음. 패키지가 한몫함.,TRUE,1,TRUE,평일,저녁,0
review_0161,macao_cookie_05,무드바이트,성수수집가,92,TRUE,만족,TRUE,친구들이랑 맛별로 나눠 먹었는데 재밌었음ㅋㅋ 유행템 즐기는 느낌.,FALSE,0,TRUE,평일,아침,0
review_0162,macao_cookie_05,무드바이트,솔티탐험가,91,TRUE,불만족,TRUE,너무 달아요… 진짜 예쁜데 한입 먹고 물림. 솔티카라멜도 생각보다 짠맛보다 단맛이 훨씬 강했다ㅠ,FALSE,0,TRUE,평일,저녁,0
review_0163,macao_cookie_05,무드바이트,성수산책러,92,TRUE,만족,TRUE,"말차, 초코, 기본 다 조금씩 먹어봤는데 말차가 제일 덜 물림. 기본 마카오 크랙쿠키 정체성은 약하지만, 예쁜 디저트 먹으러 간다고 생각하면 성공.",TRUE,4,FALSE,평일,아침,0
review_0164,macao_cookie_05,무드바이트,달달수집가,65,FALSE,만족,FALSE,,FALSE,0,FALSE,주말,점심,0
review_0165,macao_cookie_05,무드바이트,솔티러버,59,FALSE,만족,TRUE,웨이팅 없는 게 진짜 장점. 성수에서 시간 없는데 유행 디저트 먹고 싶을 때 들르기 좋다. 단맛 강한 편이라 커피는 필수 ☕,TRUE,1,TRUE,평일,아침,0
review_0166,macao_cookie_05,무드바이트,솔티먹보,68,FALSE,만족,FALSE,,FALSE,0,TRUE,주말,오후,0
review_0167,macao_cookie_05,무드바이트,커스터드먹보,45,FALSE,만족,TRUE,패키지 예뻐서 일단 기분 좋음. 기본도 괜찮고 말차맛이 생각보다 잘 어울렸다.,TRUE,2,TRUE,주말,오후,0
review_0168,macao_cookie_05,무드바이트,쿠키먹보,55,FALSE,만족,TRUE,"크랙쿠키라기엔 코팅감이 약한데, 그냥 크림쿠키로 생각하면 맛있다.",FALSE,0,TRUE,주말,오후,0
review_0169,macao_cookie_05,무드바이트,바삭산책러,42,FALSE,만족,TRUE,사진 찍기엔 여기 최고. 단면 색이 예뻐서 리뷰 올리고 싶어지는 비주얼.,TRUE,3,TRUE,평일,오후,0
review_0170,macao_cookie_05,무드바이트,커스터드러버,80,TRUE,만족,TRUE,말차맛은 생각보다 덜 달아서 좋았고 기본은 조금 달았음. 선택지 있는 게 좋네.,TRUE,3,TRUE,주말,오후,0
review_0171,macao_cookie_05,무드바이트,디저트감별러,49,FALSE,만족,FALSE,,TRUE,1,TRUE,주말,저녁,0
review_0172,macao_cookie_05,무드바이트,바삭감별러,94,TRUE,만족,TRUE,맛이 아주 깊진 않아도 기분전환용으로 좋음. 예쁜 디저트 먹고 싶을 때 추천.,TRUE,4,TRUE,평일,오후,0
review_0173,macao_cookie_05,무드바이트,달달먹보,56,FALSE,만족,TRUE,솔직히 비주얼 보고 갔는데 맛도 나쁘지 않아서 만족. 엄청 고급진 맛은 아니지만.,TRUE,3,TRUE,주말,오전,0
review_0174,macao_cookie_05,무드바이트,디저트기록자,68,FALSE,만족,TRUE,웨이팅 없어서 바로 샀고 맛 종류 많아서 고르는 재미가 있었다.,TRUE,2,FALSE,평일,아침,0
review_0175,macao_cookie_05,무드바이트,바삭러버,84,TRUE,만족,FALSE,,TRUE,2,TRUE,평일,저녁,0
review_0176,macao_cookie_05,무드바이트,바삭산책러,67,FALSE,만족,TRUE,크림 양 많고 포장도 예쁨. 선물용으로 사기엔 무드바이트가 제일 나아 보임.,FALSE,0,FALSE,평일,아침,0
review_0177,macao_cookie_05,무드바이트,성수러버,94,TRUE,불만족,TRUE,코팅이 눅눅해서 기대한 ‘톡 깨지는’ 식감이 거의 없었다. 비주얼은 인정인데 식감 중요하게 보면 아쉬울 듯.,TRUE,4,TRUE,평일,아침,0
review_0178,macao_cookie_05,무드바이트,달달먹보,56,FALSE,불만족,TRUE,사진용 디저트라는 말이 딱 맞음. 맛보다는 비주얼에 점수.,TRUE,3,TRUE,주말,오전,0
review_0179,macao_cookie_05,무드바이트,솔티수집가,74,TRUE,만족,TRUE,무드바이트는 진짜 사진이 잘 나옴📸 패키지도 예쁘고 단면 색도 예뻐서 선물용으로 좋을 듯. 기본 커스터드보다 말차맛이 덜 달고 잘 어울렸다.,TRUE,1,TRUE,평일,오전,0
review_0180,macao_cookie_05,무드바이트,커스터드러버,96,TRUE,불만족,FALSE,,TRUE,1,FALSE,주말,오후,0
